GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
51474	1.20e-33	2.75e-36	0.126	12.579169	1.589803	1935.71	LIMA1	LIM domain and actin binding 1
101927861	2.56e-33	6.06e-36	0.122	-12.51653	-1.531616	2054.86	LINC01293	long intergenic non-protein coding RNA 1293
8416	4.23e-31	1.03e-33	0.137	-12.102183	-1.661655	3261.88	ANXA9	annexin A9
4853	4.80e-30	1.20e-32	0.105	-11.898797	-1.253616	15274.04	NOTCH2	notch receptor 2
254778	8.66e-30	2.23e-32	0.259	-11.847062	-3.064244	229.68	VXN	vexin
4854	1.12e-29	2.97e-32	0.149	11.823097	1.766517	2561.05	NOTCH3	notch receptor 3
55605	5.72e-28	1.56e-30	0.114	-11.485627	-1.313159	4243.74	KIF21A	kinesin family member 21A
6611	5.72e-28	1.59e-30	0.107	-11.483805	-1.233527	8580.19	SMS	spermine synthase
100996763	1.13e-27	3.23e-30	0.121	-11.422529	-1.381889	2165.44	NOTCH2NLB	notch 2 N-terminal like B
23678	1.18e-27	3.45e-30	0.18	-11.416832	-2.057297	566.42	SGK3	serum/glucocorticoid regulated kinase family member 3
57484	1.72e-27	5.15e-30	0.131	-11.381839	-1.495363	1605.04	RNF150	ring finger protein 150
8693	2.36e-27	7.22e-30	0.126	-11.352368	-1.432272	2692.3	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4
100528030	2.71e-27	8.48e-30	0.125	-11.338272	-1.422495	2743.33	POC1B-GALNT4	POC1B-GALNT4 readthrough
28966	4.39e-27	1.40e-29	0.122	-11.294061	-1.374579	2401.7	SNX24	sorting nexin 24
2013	6.45e-27	2.11e-29	0.102	-11.258365	-1.144484	35132.41	EMP2	epithelial membrane protein 2
221662	7.02e-27	2.34e-29	0.277	-11.249024	-3.111751	201.96	RBM24	RNA binding motif protein 24
54981	1.62e-26	5.52e-29	0.159	-11.17309	-1.774759	714.12	NMRK1	nicotinamide riboside kinase 1
7164	1.71e-26	5.94e-29	0.113	-11.166642	-1.26285	8447.48	TPD52L1	TPD52 like 1
960	2.01e-26	7.12e-29	0.11	-11.150503	-1.224888	9782.66	CD44	CD44 molecule (Indian blood group)
3911	2.06e-26	7.44e-29	0.168	11.146653	1.87002	1268.27	LAMA5	laminin subunit alpha 5
100533105	2.32e-26	8.55e-29	0.179	-11.134162	-1.995352	583.94	C8orf44-SGK3	C8orf44-SGK3 readthrough
2296	3.88e-26	1.46e-28	0.157	-11.086733	-1.745616	757.37	FOXC1	forkhead box C1
84255	7.36e-26	2.81e-28	0.134	-11.02755	-1.479584	1563.03	SLC37A3	solute carrier family 37 member 3
2444	8.81e-26	3.43e-28	0.151	-11.00975	-1.667167	909.8	FRK	fyn related Src family tyrosine kinase
10512	2.10e-25	8.34e-28	0.109	-10.929428	-1.189769	21797.35	SEMA3C	semaphorin 3C
100996717	4.10e-25	1.65e-27	0.134	-10.867094	-1.45566	1425.25	NOTCH2NLC	notch 2 N-terminal like C
999	4.17e-25	1.71e-27	0.102	-10.864047	-1.112513	63206.46	CDH1	cadherin 1
1958	2.10e-24	8.77e-27	0.142	-10.713735	-1.522855	1141.87	EGR1	early growth response 1
3716	2.15e-24	9.12e-27	0.105	-10.710123	-1.122031	16927.62	JAK1	Janus kinase 1
9687	5.17e-24	2.23e-26	0.11	-10.627073	-1.166352	9554.77	GREB1	growth regulating estrogen receptor binding 1
6584	6.53e-24	2.86e-26	0.134	-10.603721	-1.419628	1285.13	SLC22A5	solute carrier family 22 member 5
84187	6.53e-24	2.91e-26	0.111	-10.602321	-1.17792	7622.6	TMEM164	transmembrane protein 164
441027	7.83e-24	3.54e-26	0.111	10.583967	1.179972	4023.16	TMEM150C	transmembrane protein 150C
90427	9.17e-24	4.21e-26	0.184	10.567699	1.941415	534	BMF	Bcl2 modifying factor
3815	1.13e-23	5.26e-26	0.211	-10.546764	-2.226189	350.77	KIT	KIT proto-oncogene, receptor tyrosine kinase
55540	2.47e-23	1.17e-25	0.151	-10.471511	-1.583192	780.28	IL17RB	interleukin 17 receptor B
1662	4.79e-23	2.30e-25	0.136	-10.407305	-1.416481	1431.54	DDX10	DEAD-box helicase 10
26207	1.87e-22	9.11e-25	0.12	-10.275246	-1.236082	2316.34	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1
164832	2.10e-22	1.04e-24	0.123	-10.262894	-1.257621	2794.53	LONRF2	LON peptidase N-terminal domain and ring finger 2
771	5.59e-22	2.80e-24	0.103	-10.166478	-1.051986	25795.23	CA12	carbonic anhydrase 12
7739	1.19e-21	6.03e-24	0.126	-10.091324	-1.276274	4255.8	ZNF185	zinc finger protein 185 with LIM domain
6446	1.29e-21	6.65e-24	0.193	-10.081741	-1.949934	497.38	SGK1	serum/glucocorticoid regulated kinase 1
388677	1.88e-21	9.81e-24	0.136	-10.043486	-1.361737	1221.71	NOTCH2NLA	notch 2 N-terminal like A
9209	2.12e-21	1.12e-23	0.126	-10.030224	-1.265713	2115.35	LRRFIP2	LRR binding FLII interacting protein 2
100132406	3.85e-21	2.06e-23	0.108	-9.96993	-1.081627	6610.11	NBPF10	NBPF member 10
51195	4.63e-21	2.51e-23	0.142	-9.950426	-1.408893	1398.21	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
23466	5.01e-21	2.75e-23	0.153	9.941311	1.51945	1995.8	CBX6	chromobox 6
25832	5.27e-21	2.93e-23	0.11	-9.935034	-1.088397	6368.87	NBPF14	NBPF member 14
29957	5.32e-21	2.99e-23	0.114	-9.932911	-1.128409	15686.83	SLC25A24	solute carrier family 25 member 24
7832	5.76e-21	3.28e-23	0.126	9.923662	1.254843	1676.21	BTG2	BTG anti-proliferation factor 2
3487	9.31e-21	5.37e-23	0.125	-9.874423	-1.232753	10640.9	IGFBP4	insulin like growth factor binding protein 4
54549	1.04e-20	6.10e-23	0.166	-9.861694	-1.633363	976.67	SDK2	sidekick cell adhesion molecule 2
330	1.13e-20	6.68e-23	0.279	-9.852545	-2.753405	189.7	BIRC3	baculoviral IAP repeat containing 3
9314	1.23e-20	7.33e-23	0.129	-9.84322	-1.270921	1507.81	KLF4	KLF transcription factor 4
202333	1.33e-20	8.02e-23	0.133	9.834258	1.310642	1395.31	CMYA5	cardiomyopathy associated 5
57674	3.12e-20	1.91e-22	0.122	9.746448	1.193195	6263.59	RNF213	ring finger protein 213
64798	3.82e-20	2.36e-22	0.137	-9.724752	-1.332941	1188.17	DEPTOR	DEP domain containing MTOR interacting protein
3554	5.05e-20	3.16e-22	0.135	9.695112	1.310228	1218.14	IL1R1	interleukin 1 receptor type 1
101060226	5.19e-19	3.28e-21	0.106	-9.453253	-0.998728	12452.64	NBPF19	NBPF member 19
92610	7.71e-19	4.93e-21	0.141	-9.410575	-1.322489	1376.87	TIFA	TRAF interacting protein with forkhead associated domain
101928589	7.80e-19	5.05e-21	0.129	-9.408214	-1.216011	1707.17	LOC101928589	replaced by ID 84187
201562	1.96e-18	1.28e-20	0.117	-9.309594	-1.08912	11463.67	HACD2	3-hydroxyacyl-CoA dehydratase 2
4084	2.76e-18	1.82e-20	0.128	-9.272292	-1.187548	1848.18	MXD1	MAX dimerization protein 1
6001	4.66e-18	3.11e-20	0.148	-9.21514	-1.367567	833.46	RGS10	regulator of G protein signaling 10
112268155	6.84e-18	4.61e-20	0.112	-9.172774	-1.027822	5926.4	LOC112268155	
6990	7.70e-18	5.25e-20	0.134	-9.158818	-1.229627	2704.62	DYNLT3	dynein light chain Tctex-type 3
55809	7.90e-18	5.43e-20	0.179	9.155023	1.639992	494.96	TRERF1	transcriptional regulating factor 1
112399	8.02e-18	5.58e-20	0.158	9.1522	1.449849	728.82	EGLN3	egl-9 family hypoxia inducible factor 3
10381	8.96e-18	6.29e-20	0.185	9.139245	1.695195	1334.02	TUBB3	tubulin beta 3 class III
285382	1.01e-17	7.20e-20	0.161	-9.124677	-1.471569	638.84	C3orf70	chromosome 3 open reading frame 70
26578	1.51e-17	1.08e-19	0.126	-9.080453	-1.143042	1693.68	OSTF1	osteoclast stimulating factor 1
139065	1.67e-17	1.21e-19	0.264	-9.068315	-2.394193	223.83	SLITRK4	SLIT and NTRK like family member 4
4783	1.77e-17	1.29e-19	0.118	-9.061175	-1.068501	3034.5	NFIL3	nuclear factor, interleukin 3 regulated
23138	1.85e-17	1.38e-19	0.161	9.053878	1.459015	1112.84	N4BP3	NEDD4 binding protein 3
107986924	1.85e-17	1.37e-19	0.248	-9.05437	-2.249584	219.62	LOC107986924	uncharacterized LOC107986924
79026	2.14e-17	1.60e-19	0.115	9.037417	1.041644	21249.58	AHNAK	AHNAK nucleoprotein
9060	5.31e-17	4.02e-19	0.105	-8.936317	-0.941213	11777.27	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
51633	5.76e-17	4.41e-19	0.14	-8.926228	-1.250214	1861.16	OTUD6B	OTU deubiquitinase 6B
2064	7.70e-17	5.94e-19	0.171	8.89317	1.525004	1878.05	ERBB2	erb-b2 receptor tyrosine kinase 2
118980	8.25e-17	6.43e-19	0.122	-8.884403	-1.0842	2957.45	SFXN2	sideroflexin 2
166336	8.75e-17	6.88e-19	0.114	-8.876864	-1.0097	5846.5	PRICKLE2	prickle planar cell polarity protein 2
85004	2.12e-16	1.68e-18	0.141	-8.776988	-1.235857	1302.41	RERG	RAS like estrogen regulated growth inhibitor
9630	2.25e-16	1.80e-18	0.148	-8.769369	-1.297814	858.06	GNA14	G protein subunit alpha 14
5874	2.26e-16	1.83e-18	0.131	8.767551	1.149017	1581.07	RAB27B	RAB27B, member RAS oncogene family
57648	4.87e-16	3.96e-18	0.138	8.679834	1.197497	3740.8	KIAA1522	KIAA1522
860	5.12e-16	4.20e-18	0.131	-8.673188	-1.132431	1592.69	RUNX2	RUNX family transcription factor 2
59277	7.12e-16	5.89e-18	0.12	8.634711	1.040076	2118.06	NTN4	netrin 4
51523	7.33e-16	6.15e-18	0.111	-8.629669	-0.961801	4262.85	CXXC5	CXXC finger protein 5
11057	7.33e-16	6.17e-18	0.106	-8.629376	-0.913556	10191.4	ABHD2	abhydrolase domain containing 2, acylglycerol lipase
55686	1.58e-15	1.34e-17	0.117	-8.539859	-0.998256	7372.5	MREG	melanoregulin
9545	1.69e-15	1.44e-17	0.126	8.531723	1.072688	3161.65	RAB3D	RAB3D, member RAS oncogene family
5493	1.72e-15	1.48e-17	0.152	8.528728	1.293951	1891.7	PPL	periplakin
928	2.05e-15	1.78e-17	0.106	-8.507352	-0.905693	7705.11	CD9	CD9 molecule
8204	3.33e-15	2.92e-17	0.118	-8.449851	-1.000308	12761.94	NRIP1	nuclear receptor interacting protein 1
85441	4.29e-15	3.79e-17	0.221	8.41918	1.859917	348.31	HELZ2	helicase with zinc finger 2
382	4.47e-15	3.97e-17	0.108	-8.413674	-0.909878	6930.1	ARF6	ADP ribosylation factor 6
2045	5.73e-15	5.14e-17	0.12	-8.383555	-1.005493	3767.35	EPHA7	EPH receptor A7
1942	7.01e-15	6.33e-17	0.165	8.358883	1.379067	859.15	EFNA1	ephrin A1
11254	1.32e-14	1.20e-16	0.12	8.283085	0.994174	3455.63	SLC6A14	solute carrier family 6 member 14
7903	1.46e-14	1.34e-16	0.161	8.27005	1.334083	734.05	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
107984897	1.86e-14	1.72e-16	0.123	8.240161	1.016111	1937.35	LOC107984897	uncharacterized LOC107984897
81578	1.87e-14	1.74e-16	0.208	-8.238659	-1.712995	335.15	COL21A1	collagen type XXI alpha 1 chain
26353	2.49e-14	2.34e-16	0.169	-8.203303	-1.388095	597.25	HSPB8	heat shock protein family B (small) member 8
2494	2.54e-14	2.40e-16	0.392	-8.200239	-3.216388	104.71	NR5A2	nuclear receptor subfamily 5 group A member 2
282809	2.74e-14	2.61e-16	0.134	-8.190328	-1.098613	2639.41	POC1B	POC1 centriolar protein B
55672	2.80e-14	2.69e-16	0.112	-8.186692	-0.915493	3899.95	NBPF1	NBPF member 1
102724250	2.98e-14	2.88e-16	0.114	-8.178058	-0.931864	3315.77	LOC102724250	neuroblastoma breakpoint family member 1-like
5366	3.15e-14	3.06e-16	0.155	-8.170864	-1.26909	949.25	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
7043	3.15e-14	3.09e-16	0.191	8.169715	1.560503	400.75	TGFB3	transforming growth factor beta 3
4982	3.45e-14	3.41e-16	0.192	8.158012	1.564663	375.43	TNFRSF11B	TNF receptor superfamily member 11b
155465	3.51e-14	3.49e-16	0.153	-8.155016	-1.247279	1420.06	AGR3	anterior gradient 3, protein disulphide isomerase family member
56975	3.71e-14	3.71e-16	0.189	8.147521	1.543924	448.44	FAM20C	FAM20C golgi associated secretory pathway kinase
91523	4.03e-14	4.06e-16	0.19	8.136762	1.545556	407.39	PCED1B	PC-esterase domain containing 1B
3055	4.04e-14	4.10e-16	0.316	-8.135461	-2.570101	162.97	HCK	HCK proto-oncogene, Src family tyrosine kinase
23657	4.51e-14	4.61e-16	0.132	-8.121401	-1.069992	3043.32	SLC7A11	solute carrier family 7 member 11
8676	8.26e-14	8.50e-16	0.29	-8.046721	-2.330252	151.11	STX11	syntaxin 11
10370	9.07e-14	9.39e-16	0.115	-8.034554	-0.920639	3713.24	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
102724670	9.89e-14	1.03e-15	0.285	-8.023008	-2.2895	165.87	LOC102724670	
28996	9.96e-14	1.05e-15	0.113	-8.021364	-0.905055	4576.93	HIPK2	homeodomain interacting protein kinase 2
3572	1.04e-13	1.10e-15	0.127	-8.014941	-1.021564	2910.18	IL6ST	interleukin 6 cytokine family signal transducer
160760	1.52e-13	1.61e-15	0.136	-7.967827	-1.082711	1714.42	PPTC7	protein phosphatase targeting COQ7
7494	1.56e-13	1.67e-15	0.107	-7.963435	-0.855889	76506.6	XBP1	X-box binding protein 1
54898	1.70e-13	1.83e-15	0.119	-7.952087	-0.949724	3980.57	ELOVL2	ELOVL fatty acid elongase 2
25987	1.77e-13	1.92e-15	0.146	7.946143	1.161171	1377.71	TSKU	tsukushi, small leucine rich proteoglycan
202	2.16e-13	2.36e-15	0.113	7.920832	0.898615	4824.54	CRYBG1	crystallin beta-gamma domain containing 1
4041	2.33e-13	2.56e-15	0.197	7.910547	1.559331	1133.25	LRP5	LDL receptor related protein 5
221178	2.79e-13	3.09e-15	0.108	-7.88741	-0.855759	5442.31	SPATA13	spermatogenesis associated 13
51313	3.90e-13	4.34e-15	0.211	-7.84477	-1.652708	366.21	GASK1B	golgi associated kinase 1B
2353	4.13e-13	4.62e-15	0.188	-7.83689	-1.475958	415.12	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
29763	4.14e-13	4.67e-15	0.213	7.835561	1.668731	801.18	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
619279	9.65e-13	1.10e-14	0.124	7.727133	0.961362	2115.13	ZNF704	zinc finger protein 704
9543	9.65e-13	1.09e-14	0.237	7.727867	1.832691	286.88	IGDCC3	immunoglobulin superfamily DCC subclass member 3
760	1.02e-12	1.17e-14	0.119	-7.71955	-0.915456	2360.35	CA2	carbonic anhydrase 2
64759	1.03e-12	1.19e-14	0.157	7.716728	1.212278	1176.97	TNS3	tensin 3
64168	1.16e-12	1.35e-14	0.121	-7.701147	-0.930524	3939.41	NECAB1	N-terminal EF-hand calcium binding protein 1
7168	1.19e-12	1.38e-14	0.106	-7.697778	-0.815645	8964.44	TPM1	tropomyosin 1
9413	1.21e-12	1.42e-14	0.143	-7.694128	-1.097376	986.36	ENTREP1	endosomal transmembrane epsin interactor 1
2717	1.31e-12	1.55e-14	0.124	-7.683407	-0.950987	1944.16	GLA	galactosidase alpha
2317	1.33e-12	1.58e-14	0.13	-7.680675	-0.997968	7672.53	FLNB	filamin B
8614	1.58e-12	1.89e-14	0.105	-7.658113	-0.805644	11200.17	STC2	stanniocalcin 2
6902	1.59e-12	1.91e-14	0.117	-7.656465	-0.892892	3806.82	TBCA	tubulin folding cofactor A
3303	1.60e-12	1.94e-14	0.145	7.654461	1.108528	2471.01	HSPA1A	heat shock protein family A (Hsp70) member 1A
57822	1.75e-12	2.13e-14	0.347	7.6428	2.652873	116.84	GRHL3	grainyhead like transcription factor 3
80028	1.83e-12	2.24e-14	0.19	7.635999	1.451883	675.24	FBXL18	F-box and leucine rich repeat protein 18
1646	1.96e-12	2.42e-14	0.126	-7.626325	-0.964015	3207.8	AKR1C2	aldo-keto reductase family 1 member C2
56925	2.18e-12	2.70e-14	0.13	7.611803	0.987261	3101.69	LXN	latexin
10826	2.21e-12	2.75e-14	0.124	-7.609535	-0.939998	1963.9	FAXDC2	fatty acid hydroxylase domain containing 2
9424	2.62e-12	3.28e-14	0.126	-7.586739	-0.952703	2787.41	KCNK6	potassium two pore domain channel subfamily K member 6
5802	2.66e-12	3.35e-14	0.166	7.584164	1.260987	1019.04	PTPRS	protein tyrosine phosphatase receptor type S
154796	2.83e-12	3.58e-14	0.164	7.575518	1.241262	642.35	AMOT	angiomotin
18	3.18e-12	4.05e-14	0.115	-7.559514	-0.869869	4888.4	ABAT	4-aminobutyrate aminotransferase
4211	3.35e-12	4.28e-14	0.171	-7.5521	-1.29405	533.09	MEIS1	Meis homeobox 1
7035	4.28e-12	5.51e-14	0.125	7.519317	0.93639	3195.76	TFPI	tissue factor pathway inhibitor
8507	4.30e-12	5.56e-14	0.116	7.517984	0.872124	3184.76	ENC1	ectodermal-neural cortex 1
5916	4.78e-12	6.22e-14	0.174	7.503399	1.305867	1431.45	RARG	retinoic acid receptor gamma
7477	5.72e-12	7.47e-14	0.212	7.479272	1.583549	334.34	WNT7B	Wnt family member 7B
5361	5.98e-12	7.85e-14	0.172	7.472784	1.287421	1166.86	PLXNA1	plexin A1
153769	6.15e-12	8.12e-14	0.296	-7.468398	-2.211624	148.24	SH3RF2	SH3 domain containing ring finger 2
8013	6.44e-12	8.55e-14	0.259	-7.461509	-1.934899	183.02	NR4A3	nuclear receptor subfamily 4 group A member 3
9455	7.08e-12	9.45e-14	0.114	-7.448389	-0.847255	3209.35	HOMER2	homer scaffold protein 2
54910	7.64e-12	1.03e-13	0.156	7.437598	1.161734	2635.52	SEMA4C	semaphorin 4C
3897	8.39e-12	1.13e-13	0.179	7.424572	1.329183	680.25	L1CAM	L1 cell adhesion molecule
55793	1.43e-11	1.94e-13	0.136	-7.352763	-0.99677	1397.59	MINDY1	MINDY lysine 48 deubiquitinase 1
283149	1.47e-11	2.00e-13	0.175	7.348581	1.284477	2893.65	BCL9L	BCL9 like
5327	1.50e-11	2.05e-13	0.498	-7.345212	-3.656428	65.53	PLAT	plasminogen activator, tissue type
1001	1.50e-11	2.06e-13	0.138	7.344617	1.012872	3134.02	CDH3	cadherin 3
5793	1.50e-11	2.08e-13	0.111	-7.343582	-0.818745	3968.8	PTPRG	protein tyrosine phosphatase receptor type G
10769	1.64e-11	2.29e-13	0.107	7.330844	0.781112	10439.51	PLK2	polo like kinase 2
155185	1.64e-11	2.28e-13	0.148	-7.331113	-1.081956	1361.43	AMZ1	archaelysin family metallopeptidase 1
51559	2.05e-11	2.87e-13	0.148	-7.300252	-1.081256	801.11	NT5DC3	5'-nucleotidase domain containing 3
9479	2.06e-11	2.91e-13	0.206	7.298458	1.504919	432.64	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1
1848	2.15e-11	3.05e-13	0.16	-7.292123	-1.163358	636.73	DUSP6	dual specificity phosphatase 6
6004	2.34e-11	3.34e-13	0.181	7.279897	1.320161	430.18	RGS16	regulator of G protein signaling 16
101060684	2.35e-11	3.36e-13	0.118	-7.279	-0.856481	2905.87	NBPF26	NBPF member 26
6301	2.62e-11	3.76e-13	0.107	-7.263771	-0.773612	16629.04	SARS1	seryl-tRNA synthetase 1
9401	2.64e-11	3.81e-13	0.215	7.262059	1.561403	629.04	RECQL4	RecQ like helicase 4
100652759	2.78e-11	4.04e-13	0.123	-7.254073	-0.89462	2010.97	PRICKLE2-AS1	PRICKLE2 antisense RNA 1
9949	3.03e-11	4.42e-13	0.123	-7.242087	-0.893861	3207.4	AMMECR1	AMMECR nuclear protein 1
57826	3.24e-11	4.75e-13	0.116	-7.232342	-0.842325	7825.63	RAP2C	RAP2C, member of RAS oncogene family
9537	3.46e-11	5.10e-13	0.154	7.222691	1.114206	2524.03	TP53I11	tumor protein p53 inducible protein 11
100506365	3.61e-11	5.35e-13	0.151	-7.216072	-1.086676	1139.85	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)
2288	3.68e-11	5.48e-13	0.109	-7.212777	-0.783713	15456.94	FKBP4	FKBP prolyl isomerase 4
26010	4.13e-11	6.17e-13	0.117	-7.196721	-0.840166	2789.67	SPATS2L	spermatogenesis associated serine rich 2 like
8428	4.16e-11	6.25e-13	0.117	-7.194898	-0.839195	2715.59	STK24	serine/threonine kinase 24
5292	4.87e-11	7.35e-13	0.146	-7.172708	-1.046676	875.09	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
64781	4.90e-11	7.43e-13	0.173	7.171325	1.243436	489.89	CERK	ceramide kinase
161291	5.13e-11	7.81e-13	0.114	-7.164478	-0.819148	4618.45	TMEM30B	transmembrane protein 30B
57549	5.19e-11	7.94e-13	0.238	7.162259	1.701309	266.38	IGSF9	immunoglobulin superfamily member 9
1643	5.19e-11	7.98e-13	0.122	7.16149	0.874723	2630.85	DDB2	damage specific DNA binding protein 2
2060	5.75e-11	8.88e-13	0.117	-7.14684	-0.834924	4166.61	EPS15	epidermal growth factor receptor pathway substrate 15
3720	5.77e-11	8.94e-13	0.108	-7.145928	-0.773462	5917.62	JARID2	jumonji and AT-rich interaction domain containing 2
23596	6.22e-11	9.69e-13	0.169	-7.134774	-1.208549	518.27	OPN3	opsin 3
3764	6.40e-11	1.00e-12	0.288	7.130352	2.050915	159.87	KCNJ8	potassium inwardly rectifying channel subfamily J member 8
101928841	6.58e-11	1.03e-12	0.344	-7.125982	-2.449544	110.9	LOC101928841	replaced by ID 113622
8566	8.38e-11	1.32e-12	0.136	7.091921	0.96431	3918.66	PDXK	pyridoxal kinase
5097	8.92e-11	1.41e-12	0.167	7.082672	1.186017	1393.34	PCDH1	protocadherin 1
51564	9.51e-11	1.51e-12	0.189	7.073158	1.33545	790.68	HDAC7	histone deacetylase 7
11098	9.87e-11	1.58e-12	0.115	-7.067494	-0.811931	3006.06	PRSS23	serine protease 23
481	9.94e-11	1.60e-12	0.113	-7.065807	-0.797885	6783.96	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
25994	1.13e-10	1.83e-12	0.125	-7.047037	-0.877761	3133.35	HIGD1A	HIG1 hypoxia inducible domain family member 1A
4602	1.13e-10	1.83e-12	0.117	-7.046514	-0.82194	4632.59	MYB	MYB proto-oncogene, transcription factor
9846	1.14e-10	1.85e-12	0.132	-7.045503	-0.929487	1857.93	GAB2	GRB2 associated binding protein 2
11226	1.83e-10	2.98e-12	0.123	6.978536	0.857829	3233.88	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6
578	2.14e-10	3.51e-12	0.167	6.955688	1.162583	695.42	BAK1	BCL2 antagonist/killer 1
23152	2.31e-10	3.80e-12	0.201	6.944495	1.398558	631.13	CIC	capicua transcriptional repressor
399694	2.33e-10	3.85e-12	0.201	-6.942647	-1.392372	331.31	SHC4	SHC adaptor protein 4
9498	2.39e-10	3.96e-12	0.19	6.938456	1.318724	386.94	SLC4A8	solute carrier family 4 member 8
160335	2.45e-10	4.09e-12	0.136	6.934177	0.946431	1117.49	TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2
4047	2.46e-10	4.13e-12	0.166	6.932821	1.151822	1971.93	LSS	lanosterol synthase
7358	2.57e-10	4.33e-12	0.112	-6.926035	-0.77511	40211.18	UGDH	UDP-glucose 6-dehydrogenase
8612	2.80e-10	4.73e-12	0.186	6.913356	1.288266	623.35	PLPP2	phospholipid phosphatase 2
